Customer Name,Region,Product Category,Sales
Kara Gregory,Central,Technology,4801.52
Kara Kang,East,Office Supplies,59.76
Kara Pace,East,Office Supplies,90.39
Kara Patton,Central,Furniture,4986.5
Kara Patton,Central,Office Supplies,540.25
Kara Patton,Central,Technology,6781.55
Kara Payne,East,Office Supplies,33.53
Kara Payne,East,Technology,300.78
Kara Tyler,South,Office Supplies,1859.64
Kara Wang,Central,Furniture,3167.58
Kara Wang,Central,Office Supplies,887.54
Kara Wang,Central,Technology,473.64
Karen Hendricks,East,Office Supplies,39.26
Karen Lin,East,Office Supplies,458.05
Karen Mayo,East,Office Supplies,36.16
Karen O'Donnell,East,Furniture,473.09
Karen O'Donnell,East,Office Supplies,487.33
Karen O'Donnell,East,Technology,2693.94
Karen Stout,East,Technology,393.66
Karen Warren,Central,Office Supplies,454.11
Karen Warren,Central,Technology,744.84
Karl Goodwin,South,Technology,283.97
Karl Holloway,East,Technology,4729.71
Karl Knowles,Central,Office Supplies,9351.78
Karl Nichols,East,Office Supplies,98.53
Kate Foley,East,Office Supplies,36.13
Kate Glover,West,Office Supplies,833.09
Kate Glover,West,Technology,4663.25
Kate Lehman,East,Furniture,4368.37
Kate Lehman,East,Office Supplies,131.05
Kate Lehman,East,Technology,347.77
Kate McKenna,East,Furniture,482.73
Kate McKenna,East,Office Supplies,3359.91
Kate Peck,Central,Furniture,2148.28
Kate Peck,Central,Office Supplies,348.24
Katharine Bass,West,Furniture,45.77
Katharine Bass,West,Office Supplies,233.1
Katharine Bass,West,Technology,2543.15
Katharine Hudson,South,Furniture,223.01
Katharine Hudson,South,Office Supplies,1304.14
Katharine Hudson,South,Technology,214.6
Katharine Lewis,South,Technology,239.35
Katherine Kearney,West,Furniture,1542.13
Katherine Kearney,West,Office Supplies,858.55
Katherine Knight,East,Office Supplies,3814.7
Katherine Knight,East,Technology,1650.41
Katherine Mills,South,Furniture,202.57
Katherine Mills,South,Office Supplies,39.97
Katherine Stokes,East,Technology,726.85
Katherine W Epstein,South,Office Supplies,240.68
Katherine W Epstein,South,Technology,1781.03
Kathleen Huang Hall,East,Office Supplies,597.6
Kathleen Huang Hall,East,Technology,3635.94
Kathleen McKinney McIntosh,Central,Office Supplies,640.51
Kathleen P Bloom,West,Office Supplies,107.9
Kathleen P Bloom,West,Technology,495.82
Kathleen Powers,East,Furniture,30.96
Kathleen Powers,East,Technology,383.64
Kathleen S Erickson,East,Office Supplies,8.84
Kathleen S Erickson,East,Technology,2092.27
Kathryn Cho,South,Office Supplies,125.5
Kathryn Cho,South,Technology,2921.58
Kathryn Jenkins,East,Furniture,12809.74
Kathryn Jenkins,East,Office Supplies,33.36
Kathryn Jenkins,East,Technology,427.19
Kathryn Norton,East,Office Supplies,32.62
Kathryn Patrick,East,Technology,578.24
Kathryn Tate,Central,Furniture,1619.59
Kathryn Tate,Central,Office Supplies,2648.63
Kathryn Tate,Central,Technology,28.95
Kathryn Wolfe,East,Furniture,2444.63
Kathryn Wolfe,East,Office Supplies,825.73
Kathryn Wolfe,East,Technology,87.31
Kathy Cooke,South,Office Supplies,221.76
Kathy Freedman,East,Furniture,1767.77
Kathy Freedman,East,Office Supplies,2950.76
Kathy Hale,East,Technology,567.19
Kathy Hinton,East,Office Supplies,47.04
Kathy Hinton,East,Technology,4115.56
Kathy Norman,South,Furniture,592.79
Kathy Norman,South,Office Supplies,820.69
Kathy Norman,South,Technology,1134.44
Kathy Reese,East,Furniture,844.95
Kathy Shah,South,Furniture,974.14
Kathy Shah,South,Office Supplies,127.53
Kathy Turner,East,Office Supplies,339.36
Kathy Turner,East,Technology,228.2
Katie Blum,East,Office Supplies,589.97
Katie Dougherty,West,Furniture,7867.42
Katie Dougherty,West,Office Supplies,7057.57
Katie Mayo,East,Office Supplies,776.26
Katie Oh,East,Office Supplies,3.86
Katie Watson,West,Office Supplies,340.42
Katie Wood,East,Furniture,488.98
Kay Abbott,South,Office Supplies,155.51
Kay Hendricks,East,Office Supplies,151.08
Kay Ivey Orr,West,Office Supplies,1476
Kay Schultz,Central,Furniture,12.76
Kay Schultz,Central,Office Supplies,19.23
Kay Schultz,Central,Technology,464.86
Keith Forbes,West,Furniture,7.8
Keith Forbes,West,Office Supplies,1135.09
Keith Fowler,Central,Furniture,410.69
Keith Fowler,Central,Office Supplies,2705.64
Keith Fowler,Central,Technology,1968.39
Keith Hobbs,South,Furniture,7767.97
Keith Hobbs,South,Office Supplies,97.65
Keith Liu Duncan,Central,Office Supplies,1765.12
Keith Liu Duncan,Central,Technology,1735.71
Keith Marsh,West,Furniture,12428
Keith Marsh,West,Office Supplies,15616.26
Keith Marsh,West,Technology,1202.04
Keith Pittman,Central,Furniture,409.2
Keith Pittman,Central,Office Supplies,1284.66
Keith R Atkinson,West,Furniture,88.78
Keith R Atkinson,West,Office Supplies,236.09
Keith R Atkinson,West,Technology,1341.48
Keith Zhou,East,Furniture,1640.59
Kelly Beatty,West,Technology,2106.63
Kelly Burnette,Central,Furniture,59.28
Kelly Burnette,Central,Office Supplies,1756.11
Kelly Burnette,Central,Technology,809.26
Kelly Byers,West,Furniture,1072.17
Kelly Byers,West,Office Supplies,3489.11
Kelly Byers,West,Technology,8201.33
Kelly Collins,Central,Office Supplies,73.35
Kelly Collins,Central,Technology,153.61
Kelly O'Connor,West,Furniture,2437.28
Kelly O'Connor,West,Office Supplies,224.43
Kelly O'Connor,West,Technology,16.72
Kelly Sawyer,South,Office Supplies,484.86
Kelly Shaw,West,Furniture,208.2
Kelly Shaw,West,Office Supplies,35.17
Kelly Shaw,West,Technology,656.63
Ken Cash,East,Office Supplies,66.74
Ken H Frazier,South,Office Supplies,196.01
Ken H Frazier,South,Technology,848.43
Ken Watson,South,Furniture,602.6
Ken Watson,South,Office Supplies,1545.25
Ken Woodward,South,Technology,2469.01
Kenneth Capps,South,Furniture,709.7
Kenneth Pollock,South,Furniture,183.44
Kenneth Pollock,South,Office Supplies,21.77
Kenneth Pollock,South,Technology,290.98
Kent Burton,East,Furniture,3182.24
Kent Burton,East,Office Supplies,7.38
Kent Burton,East,Technology,122.09
Kent Gill,South,Furniture,4572.61
Kent Gill,South,Office Supplies,263.32
Kent Hardy,West,Office Supplies,1243.15
Kent Hardy,West,Technology,1677.05
Kent Hoover,East,Technology,1305.9
Kent Kerr,South,Furniture,667.84
Kent Kerr,South,Office Supplies,5.5
Kent Kerr,South,Technology,3375.14
Kent Medlin,Central,Technology,2280.11
Kent Young,Central,Furniture,125.35
Kerry Beach,East,Furniture,2130.41
Kerry Beach,East,Office Supplies,1164.35
Kerry Beach,East,Technology,632.12
Kerry Clapp,West,Furniture,565.68
Kerry Elliott Parrish,East,Office Supplies,3447.95
Kerry Green,Central,Office Supplies,272.86
Kerry Green,Central,Technology,206.99
Kerry Hardy,South,Furniture,237.83
Kerry Jernigan,West,Furniture,3009.64
Kerry Jernigan,West,Office Supplies,909.39
Kerry O'Brien,West,Furniture,955.12
Kerry Small,Central,Office Supplies,205.78
Kerry Small,Central,Technology,684.81
Kerry Wilkerson,West,Furniture,528.08
Kerry Wilkerson,West,Office Supplies,939.02
Kerry Wilkerson,West,Technology,7321.27
Kevin Daly,West,Furniture,1786.84
Kevin Daly,West,Office Supplies,99.56
Kevin Daly,West,Technology,232.22
Kevin Marks,East,Technology,71.41
Kevin Melvin,East,Technology,129.73
Kevin Randall Briggs,South,Furniture,350.76
Kevin Randall Briggs,South,Office Supplies,693.65
Kevin Roth,Central,Office Supplies,38.82
Kevin Rouse,South,Furniture,21.15
Kevin Rouse,South,Office Supplies,522.82
Kevin Schmidt,East,Office Supplies,190.8
Kevin Smith,Central,Furniture,88.85
Kevin Smith,Central,Office Supplies,1740.65
Kevin Wolfe,South,Furniture,35.38
Kevin Wolfe,South,Office Supplies,732.82
Kim Byrd,West,Furniture,587.74
Kim Byrd,West,Office Supplies,88.39
Kim Byrd,West,Technology,3825.47
Kim Ellington,South,Furniture,1858.7
Kim Ellington,South,Office Supplies,73.48
Kim Ellington,South,Technology,47.2
Kim McCarthy,Central,Furniture,441.43
Kim McCarthy,Central,Office Supplies,188.65
Kim McCarthy,Central,Technology,2979.34
Kim Reese,West,Furniture,390.85
Kim Reese,West,Office Supplies,208.98
Kim Reese,West,Technology,2076.86
Kim Weiss,South,Furniture,45692.53
Kim Weiss,South,Office Supplies,13254.88
Kimberly Epstein,East,Office Supplies,120.64
Kimberly Matthews,South,Office Supplies,37.52
Kimberly McCarthy,West,Furniture,384.49
Kimberly McCarthy,West,Office Supplies,51.02
Kimberly Melvin,Central,Office Supplies,1537.45
Kimberly Reilly,Central,Office Supplies,2059.98
Kimberly Reilly,Central,Technology,246.44
Kristen Callahan,West,Furniture,1433.08
Kristen Callahan,West,Technology,452.51
Kristen Hinton,East,Office Supplies,126.47
Kristen Wells,East,Office Supplies,40.4
Kristin Dorsey,Central,Office Supplies,389.24
Kristin Dorsey,Central,Technology,319.39
Kristin George,East,Furniture,6963.67
Kristin George,East,Office Supplies,62.77
Kristin Hodge,East,Furniture,468.18
Kristin Hodge,East,Office Supplies,757.89
Kristin Hodge,East,Technology,274.01
Kristin Hunt,Central,Office Supplies,362.33
Kristin Hunt,Central,Technology,2414.63
Kristin Richmond,East,Technology,441.73
Kristin Simpson,East,Office Supplies,86.21
Kristin Simpson,East,Technology,512.96
Kristin Snyder,Central,Office Supplies,531.67
Kristin Snyder,Central,Technology,176.21
Kristina Collier,Central,Office Supplies,72.54
Kristina Collier,Central,Technology,1145.72
Kristina Grimes,East,Furniture,67.83
Kristina Sanders,West,Furniture,3603.22
Kristina Sanders,West,Office Supplies,450.86
Kristina Sanders,West,Technology,1069.81
Kristina Stewart Weber,East,Office Supplies,19.01
Kristine Connolly,West,Furniture,29900.02
Kristine Connolly,West,Office Supplies,2384.97
Kristine Connolly,West,Technology,49011.4
Kristine Holden,South,Furniture,684.43
Kristine Holden,South,Office Supplies,486.05
Kristine Holden,South,Technology,4584.58
Kristine Powell,East,Office Supplies,9.55
Kristine Singleton,Central,Furniture,153.87
Kristine Singleton,Central,Office Supplies,109.45
Kristine Singleton,Central,Technology,2845.36
Kurt O'Connor,Central,Office Supplies,55.97
Kurt Perez,Central,Office Supplies,340.12
Kyle Bloom,South,Furniture,122.4
Kyle Bloom,South,Technology,7645.15
Kyle Fink,South,Furniture,1224.1
Kyle Fink,South,Office Supplies,394.5
Kyle Fink,South,Technology,6355.69
Kyle Goodman,East,Technology,3356.02
Kyle Hoffman,South,Office Supplies,51.19
Kyle Kaufman,East,Office Supplies,21.46
Kyle Kaufman,East,Technology,712.7
Kyle Pritchard,East,Technology,431.7
Kyle Sullivan,East,Office Supplies,20.17
Larry Arnold,West,Furniture,2763.08
Larry Arnold,West,Office Supplies,222.73
Larry Brock,South,Furniture,475.21
Larry Brock,South,Office Supplies,151.99
Larry Church,Central,Furniture,162.88
Larry Church,Central,Office Supplies,693.8
Larry Church,Central,Technology,2685.08
Larry Garrison,East,Technology,355.81
Larry Hahn,South,Furniture,319.98
Larry Hall,South,Furniture,4982.25
Larry Hall,South,Office Supplies,4215.17
Larry Hall,South,Technology,187.42
Larry Langston,South,Office Supplies,602.54
Larry Langston,South,Technology,117.13
Larry Neal,West,Office Supplies,1314.99
Larry Neal,West,Technology,715.93
Larry Spencer,East,Office Supplies,16.71
Larry W Lehman,East,Office Supplies,10.08
Laura A Whitaker,East,Office Supplies,483.15
Laura Carver Branch,East,Furniture,1243.87
Laura Carver Branch,East,Technology,228.36
Laura Lyon,East,Office Supplies,543.2
Laura Mayo Cox,Central,Office Supplies,794.81
Laura Mayo Cox,Central,Technology,282.24
Lauren Bolton,East,Office Supplies,40.47
Lauren Lanier,East,Office Supplies,825.24
Lauren West,West,Furniture,7549.66
Lauren West,West,Office Supplies,500.29
Laurence Cummings,South,Furniture,195.95
Laurence Cummings,South,Office Supplies,1769.29
Laurence Flowers,South,Office Supplies,360.13
Laurence Flowers,South,Technology,704.3
Laurence Greer,West,Furniture,1343.14
Laurence Greer,West,Office Supplies,51.71
Laurence Greer,West,Technology,561.76
Laurence Hull,Central,Office Supplies,44.75
Laurence Hull,Central,Technology,1521.2
Laurence Martinez Rodriguez,East,Technology,722.24
Laurence Poe,West,Furniture,2889.91
Laurence Poe,West,Office Supplies,395.45
Laurence Poe,West,Technology,253.78
Laurence Simon,Central,Furniture,780.17
Laurence Simon,Central,Office Supplies,2622.99
Laurence Simon,Central,Technology,281.88
Laurie Boyd,East,Office Supplies,38.51
Laurie Case Daniel,East,Office Supplies,931.87
Laurie Hanna,West,Furniture,3031.7
Laurie Hanna,West,Office Supplies,1009.46
Laurie Howe,Central,Furniture,9893.43
Laurie Howe,Central,Office Supplies,140.02
Laurie Moon,East,Furniture,1975.41
Laurie Moon,East,Office Supplies,2184.77
Laurie Moon,East,Technology,155.17
Laurie Petty,South,Furniture,511.57
Laurie Petty,South,Office Supplies,49.68
Laurie Petty,South,Technology,515.37
Lawrence Dennis,West,Office Supplies,1788.14
Lawrence Dennis,West,Technology,8808.9
Lawrence Haas,South,Office Supplies,83.14
Lawrence Hester,South,Office Supplies,150.99
Lawrence Hester,South,Technology,1270.7
Lawrence Koch,Central,Furniture,1087.32
Lawrence Koch,Central,Office Supplies,120.53
Lawrence Norris,West,Office Supplies,463.68
Lawrence Norris,West,Technology,284.65
Leah Clapp,West,Furniture,7050.19
Leah Clapp,West,Office Supplies,192.33
Leah Clapp,West,Technology,200.68
Leah Davenport,West,Furniture,8027.28
Leah Davenport,West,Office Supplies,342.86
Leah Huff,Central,Office Supplies,233.9
Leah Huff,Central,Technology,94.34
Leah MacDonald,East,Furniture,1483.07
Leah MacDonald,East,Office Supplies,324.5
Leah MacDonald,East,Technology,284.88
Leah Phillips,East,Office Supplies,431.3
Leah Pollock,East,Office Supplies,21.41
Lee Fields,East,Office Supplies,1461.19
Lee Fields,East,Technology,2375.5
Lee Finch,East,Technology,70.07
Lee Hancock,East,Furniture,3596.03
Lee McKenna Gregory,South,Furniture,958.46
Lee McKenna Gregory,South,Office Supplies,539.74
Lee McKenna Gregory,South,Technology,30.86
Lee Perkins,East,Office Supplies,73.5
Lee Xu,South,Office Supplies,740.56
Lee Xu,South,Technology,22211.72
Leigh Burnette Hurley,Central,Furniture,33317.02
Leigh Burnette Hurley,Central,Office Supplies,7771.17
Leigh Burnette Hurley,Central,Technology,42563.51
Leigh Ivey,East,Office Supplies,24.27
Leigh Wyatt,East,Office Supplies,103.34
Leo E Underwood,East,Office Supplies,190.85
Leo J Olson,East,Furniture,741.3
Leo J Olson,East,Office Supplies,48.91
Leo J Olson,East,Technology,203.29
Leo Jennings,East,Office Supplies,139.7
Leo Kane,Central,Furniture,392.45
Leo Kane,Central,Technology,34.32
Leo Riley,Central,Furniture,8973.4
Leo Riley,Central,Office Supplies,33.37
Leo Riley,Central,Technology,417.78
Leo Wright,Central,Office Supplies,35.22
Leon Doyle,Central,Office Supplies,602.05
Leon Doyle,Central,Technology,225.04
Leon Gill,East,Office Supplies,232.95
Leon Peele,East,Office Supplies,666.82
Leon Peele,East,Technology,3188.18
Leonard Daly,West,Office Supplies,400.5
Leonard Daly,West,Technology,5196.62
Leonard Strauss,West,Furniture,130.6
Leonard Strauss,West,Office Supplies,241.42
Leroy Blanchard,Central,Furniture,2095.83
Leroy Blanchard,Central,Office Supplies,13923.84
Leroy Blanchard,Central,Technology,606.56
Leroy Boswell,West,Furniture,2463.01
Leroy Boswell,West,Office Supplies,12.3
Leroy Boswell,West,Technology,600.03
Leroy Field,West,Furniture,1702.89
Leroy Field,West,Office Supplies,291.59
Leroy Field,West,Technology,6598.6
LeRoy Khan,Central,Office Supplies,201.24
LeRoy Khan,Central,Technology,214.49
LeRoy Welch,South,Office Supplies,53.11
Leslie Duffy,West,Furniture,90.36
Leslie Duffy,West,Office Supplies,5874.64
Leslie Duffy,West,Technology,702.67
Leslie Hawley,Central,Furniture,1887.63
Leslie Hawley,Central,Office Supplies,78.36
Leslie Hawley,Central,Technology,1270
Leslie Jacobson,West,Office Supplies,416.75
Leslie Jacobson,West,Technology,185.46
Leslie Patton Combs,East,Office Supplies,17.15
Leslie Rowland,West,Furniture,2839.31
Leslie Rowland,West,Office Supplies,206.69
Leslie Rowland,West,Technology,862.01
Leslie Shannon,West,Furniture,45.56
Leslie Shannon,West,Office Supplies,809.02
Leslie Woodard,South,Office Supplies,2294.19
Leslie Woodard,South,Technology,1234.55
Lester Cho,West,Office Supplies,658.9
Lester Cho,West,Technology,2760.4
Lester Copeland,South,Office Supplies,212.89
Lester Erickson Frederick,South,Furniture,607.27
Lester Erickson Frederick,South,Office Supplies,201.28
Lester Sawyer,South,Office Supplies,2718.98
Lester Sawyer,South,Technology,344.16
Lester Stuart,Central,Office Supplies,789.31
Lester Stuart,Central,Technology,14165.68
Lester Sykes,East,Office Supplies,6.74
Lester Wilcox,West,Furniture,409.73
Lester Wilcox,West,Office Supplies,69.16
Lester Wilcox,West,Technology,3197.22
Lester Woodward Maynard,East,Office Supplies,996.53
Lewis Baldwin,South,Furniture,1429.81
Lewis Baldwin,South,Office Supplies,74.96
Lewis Baldwin,South,Technology,264.86
Lewis Herman,East,Furniture,1305.9
Lewis House Stokes,Central,Office Supplies,73.05
Lewis House Stokes,Central,Technology,5894.64
Lewis Khan,West,Furniture,658.18
Lewis Khan,West,Office Supplies,62.27
Lewis Khan,West,Technology,3400.48
Lillian Andrews,East,Technology,511.1
Lillian Baldwin,Central,Furniture,2256.23
Lillian Davis,West,Furniture,557.32
Lillian Day,East,Furniture,653.19
Lillian Day,East,Office Supplies,55.48
Lillian Day,East,Technology,9138.94
Lillian Fischer,West,Furniture,4319.87
Lillian Fischer,West,Office Supplies,1135.39
Lillian Fischer,West,Technology,5605.27
Lillian George,South,Office Supplies,20.77
Lillian Henson,East,Furniture,113.98
Linda Blake,East,Office Supplies,4795.53
Linda Blake,East,Technology,261.56
Linda Faulkner,Central,Office Supplies,208.18
Linda Franklin,West,Office Supplies,48.59
Linda Franklin,West,Technology,18
Linda Gates,Central,Furniture,104.3
Linda Peacock,South,Technology,211.98
Linda Waters,East,Office Supplies,286.59
Linda Weiss,West,Furniture,1358.78
Linda Weiss,West,Office Supplies,828.94
Linda Weiss,West,Technology,6297.95
Lindsay Hoffman,Central,Furniture,859.22
Lindsay Hoffman,Central,Office Supplies,888.26
Lindsay Link,East,Technology,66.32
Lindsay McGuire,East,Furniture,1442.42
Lindsay McGuire,East,Office Supplies,347.13
Lindsay McGuire,East,Technology,326.89
Lindsay O'Connell,Central,Office Supplies,762.38
Lindsay O'Connell,Central,Technology,4605.96
Lindsay P Ashley,West,Furniture,5679.59
Lindsay P Ashley,West,Office Supplies,1412.37
Lindsay P Ashley,West,Technology,1359.41
Lindsay Shepherd,West,Furniture,3664.71
Lindsay Shepherd,West,Office Supplies,111.23
Lindsay Shepherd,West,Technology,519.3
Lindsay Tate,Central,Office Supplies,1142.52
Lindsay Webb,Central,Office Supplies,280.51
Lindsay York,West,Office Supplies,539.43
Lindsay Zhou,West,Furniture,741.45
Lindsay Zhou,West,Office Supplies,1004.98
Lindsay Zhou,West,Technology,1106.2
Lisa Branch,Central,Furniture,8.86
Lisa Branch,Central,Office Supplies,1327.69
Lisa Branch,Central,Technology,161.48
Lisa Humphrey Yu,East,Furniture,1549.86
Lisa Humphrey Yu,East,Technology,582.57
Lisa Kim,South,Office Supplies,297.64
Lisa Kim,South,Technology,2013.28
Lisa Roberson,South,Furniture,163.23
Lisa Roberson,South,Office Supplies,65.32
Lisa Roberson,South,Technology,72.77
Lloyd Bland,West,Office Supplies,142.83
Lloyd Cannon,East,Office Supplies,627.19
Lloyd Cannon,East,Technology,94.04
Lloyd Dickson,Central,Office Supplies,962.61
Lloyd Dolan,Central,Office Supplies,331.37
Lloyd Fuller,South,Office Supplies,7179.92
Lloyd Levin,South,Furniture,1373.47
Lloyd Levin,South,Office Supplies,467.96
Lloyd Levin,South,Technology,882.94
Lloyd Norris,Central,Office Supplies,164.71
Lloyd Rich,East,Technology,371.39
Lloyd Spencer,East,Office Supplies,72.83
Lois Barnett,East,Office Supplies,2677.07
Lois Bloom,East,Office Supplies,92.27
Lois Hamilton,East,Furniture,2441.27
Lois Hansen,East,Furniture,129.48
Lois Hansen,East,Office Supplies,3757.03
Lois Hansen,East,Technology,8216.28
Lois Rowland,West,Furniture,2283.78
Lois Rowland,West,Technology,46.67
Lori Crowell,South,Furniture,90.14
Lori Crowell,South,Office Supplies,321.52
Lori Hirsch,East,Furniture,450.04
Lori Wolfe,South,Furniture,48.25
Lori Wolfe,South,Office Supplies,324.55
Lorraine Boykin,East,Furniture,8.83
Lorraine Boykin,East,Office Supplies,3908.06
Lorraine C Wooten,East,Office Supplies,85.72
Lorraine Houston,East,Furniture,1794.27
Lorraine Kelly,West,Furniture,129.57
Lorraine Kelly,West,Technology,1175.1
Lorraine Lamb,Central,Furniture,189.94
Lorraine Lamb,Central,Office Supplies,41.76
Lorraine Lamb,Central,Technology,765.09
Lorraine O'Donnell,East,Office Supplies,673.36
Louis Adkins,East,Technology,168.53
Louis Parrish,East,Furniture,11367.49
Louis Parrish,East,Office Supplies,17132.89
Louis Parrish,East,Technology,4393.04
Louis Riddle,East,Office Supplies,468.56
Louis Wells,East,Furniture,4275.64
Louis Wells,East,Office Supplies,356.07
Louis Wells,East,Technology,2498.91
Louise Powell Dillon,East,Technology,2359.25
Louise Webster Sharma,South,Office Supplies,53.34
Louise Webster Sharma,South,Technology,3965.05
Lucille Buchanan,East,Furniture,144.03
Lucille Buchanan,East,Office Supplies,285.11
Lucille Buchanan,East,Technology,2494.58
Lucille Franklin,East,Office Supplies,37.92
Lucille Gibbons,East,Office Supplies,2559.37
Lucille Gibbons,East,Technology,3296.63
Lucille McGee,East,Furniture,568.18
Lucille McGee,East,Office Supplies,1957.23
Lucille Rankin,East,Office Supplies,8.3
Lucille Zhao,Central,Office Supplies,115.36
Lucy Arthur,Central,Furniture,1963.93
Lucy Arthur,Central,Office Supplies,459.14
Lucy Levine,South,Office Supplies,146.46
Lucy Levine,South,Technology,579.99
Lucy Pennington,Central,Furniture,382.23
Luis Henry,East,Office Supplies,111.88
Luis Kerr,West,Furniture,3527.82
Luis Kerr,West,Technology,4698.21
Luis Lang Rowe,Central,Furniture,2077.9
Luis Lang Rowe,Central,Office Supplies,1635.21
Luis Lang Rowe,Central,Technology,247.13
Lynda Banks,Central,Furniture,1054.38
Lynda Banks,Central,Office Supplies,151.71
Lynda Herman,West,Office Supplies,656.75
Lynda Herman,West,Technology,514.38
Lynda K Porter,East,Furniture,305.84
Lynda Martinez,West,Office Supplies,219.48
Lynda Rosenthal,Central,Office Supplies,816.41
Lynda Rosenthal,Central,Technology,42.99
Lynn Bell,East,Furniture,432.44
Lynn Epstein,East,Furniture,111.86
Lynn Hines,East,Furniture,9.23
Lynn Hines,East,Office Supplies,3118.1
Lynn Hines,East,Technology,431.45
Lynn Morrow,South,Furniture,461.69
Lynn Morrow,South,Office Supplies,4
Lynn Morrow,South,Technology,1652.64
Lynn Moss,West,Furniture,2110.94
Lynn Moss,West,Office Supplies,1410.42
Lynn O'Donnell,Central,Furniture,19.67
Lynn O'Donnell,Central,Office Supplies,39.8
Lynn O'Donnell,Central,Technology,911.78
Lynn Payne,South,Furniture,1452.18
Lynn Payne,South,Office Supplies,108.8
Lynn Payne,South,Technology,13896.29
Lynne Griffith,East,Furniture,2949.44
Lynne Griffith,East,Office Supplies,99.75
Lynne Griffith,East,Technology,253.55
Lynne Pace,Central,Office Supplies,906.91
Lynne Pace,Central,Technology,508.36
Lynne Reid,East,Furniture,60.33
Lynne Reid,East,Office Supplies,2970.4
Lynne Reid,East,Technology,2641.38
Lynne Wilcox,South,Furniture,1343.22
Lynne Wilcox,South,Technology,269.33
Malcolm Floyd,Central,Furniture,1440.53
Malcolm Floyd,Central,Office Supplies,340.66
Malcolm French,East,Office Supplies,42.02
Malcolm Hill,East,Office Supplies,746.05
Malcolm Kent,East,Office Supplies,88.59
Malcolm Robertson,Central,Furniture,2534.23
Malcolm S Lanier,Central,Furniture,3533.61
Malcolm S Lanier,Central,Office Supplies,336.66
Marc Bowles,Central,Office Supplies,855.99
Marc Bowles,Central,Technology,533.81
Marc Browning,South,Technology,466.85
Marc Cochran,Central,Furniture,75.32
Marc Hoover,East,Office Supplies,26.91
Marc McDaniel,Central,Furniture,7158.1
Marc McDaniel,Central,Office Supplies,1307.4
Marc McDaniel,Central,Technology,689.14
Marc Nash,East,Technology,1132.84
Marc Randall,East,Furniture,443.44
Marc Ray,West,Office Supplies,38.81
Marc Ray,West,Technology,143.57
Marc S Liu,South,Furniture,1818.27
Marc S Liu,South,Office Supplies,1696.72
Marc S Liu,South,Technology,277.11
Marc Shapiro,South,Furniture,173.5
Marc Simon,East,Office Supplies,643.68
Marc Simon,East,Technology,1772.54
Marcia Bernstein Horn,East,Office Supplies,600.07
Marcia Bullock,East,Office Supplies,363.8
Marcia Bullock,East,Technology,96.08
Marcia Feldman,South,Technology,1095.16
Marcia Greenberg,West,Furniture,1345.33
Marcia Greenberg,West,Office Supplies,235.23
Marcia Greenberg,West,Technology,10176.72
Marcus Berg,Central,Technology,442.97
Marcus Dunlap,East,Furniture,211.15
Marcus May,Central,Office Supplies,638.46
Margaret Olsen,South,Furniture,184.42
Margaret Olsen,South,Office Supplies,77.21
Margaret Olsen,South,Technology,1593.16
Margaret Rogers,Central,Office Supplies,112.88
Margaret Rogers,Central,Technology,6917.6
Marguerite Howell,South,Office Supplies,189.24
Marguerite Kane,West,Office Supplies,701.43
Marguerite Kane,West,Technology,170.67
Marguerite Moss,East,Office Supplies,64.4
Marguerite Norton,Central,Furniture,5789.06
Marguerite Norton,Central,Office Supplies,30.64
Marguerite Norton,Central,Technology,10954.88
Marguerite Reed,South,Office Supplies,453.7
Marguerite Rodgers,East,Office Supplies,480.64
Marguerite Rodgers,East,Technology,2629.58
Marguerite Yu,Central,Furniture,57.58
Marguerite Yu,Central,Office Supplies,4429.11
Marguerite Yu,Central,Technology,2730.34
Maria B Hanna,Central,Furniture,773.45
Maria B Hanna,Central,Office Supplies,471.99
Maria B Hanna,Central,Technology,159.02
Maria Block,West,Office Supplies,73.01
Maria Jackson,South,Office Supplies,438
Maria Jackson,South,Technology,2498.87
Maria O'Donnell Kessler,East,Office Supplies,848.25
Maria Russell,Central,Office Supplies,712.67
Maria Russell,Central,Technology,3226.14
Maria Thomas,East,Furniture,143.63
Marian Alexander,East,Office Supplies,5350.6
Marian Alexander,East,Technology,732.46
Marian Anthony,South,Furniture,1219.72
Marian Anthony,South,Office Supplies,4433.41
Marian B Lyons,East,Furniture,3028.25
Marian Bryant,Central,Furniture,3719.68
Marian Bryant,Central,Office Supplies,118.06
Marian Bryant,Central,Technology,2268.65
Marian Godwin,West,Office Supplies,333.93
Marian Godwin,West,Technology,1860.26
Marian Willis,Central,Office Supplies,5929.72
Marian Willis,Central,Technology,1906.34
Marianne Carey,Central,Furniture,636.14
Marianne Carey,Central,Office Supplies,47.9
Marianne Carey,Central,Technology,1925.81
Marianne Cochran,Central,Furniture,905.82
Marianne Cochran,Central,Office Supplies,875.65
Marianne Connor,West,Furniture,190.9
Marianne Connor,West,Office Supplies,268.86
Marianne Connor,West,Technology,764.66
Marianne Goldstein,South,Office Supplies,33.53
Marianne Goldstein,South,Technology,93.82
Marianne Kane,East,Furniture,4854.32
Marianne Sutton,East,Furniture,1476.16
Marianne Weiner Ennis,West,Furniture,23.9
Marianne Weiner Ennis,West,Office Supplies,119.75
Marianne Weiner Ennis,West,Technology,527.97
Marie Bass,East,Office Supplies,5257.63
Marie Bass,East,Technology,6259.13
Marie Daniel,Central,Furniture,61.6
Marie Daniel,Central,Office Supplies,18136.22
